653,2063,motorcycleorange,b''
654,2063,motorcyclegreen,b''
655,2066,motorcycleorange,b''
656,2066,motorcyclegreen,b''
657,2067,truckorange,b''
658,2068,motorcyclegreen,b''
659,2070,motorcycleorange,b''
660,2071,caryellow,b''
661,2074,truckyellow,b''
662,2075,carwhite,b''
663,2086,truckorange,b''
664,2091,truckorange,b''
665,2092,truckgreen,b''
666,2092,truckorange,b''
667,2101,carwhite,b' \n\n'
668,2104,carwhite,b' \n\n'
669,2104,truckorange,b' \n\n'
670,2104,truckyellow,b' \n\n'
671,2117,truckorange,b' \n\n'
672,2119,carorange,b' \n\n'
673,2121,truckorange,b' \n\n'
674,2138,truckyellow,b' \n\n'
675,2139,buswhite,b' \n\n'
676,2142,carwhite,b' \n\n'
677,2144,busorange,b' \n\n'
678,2150,caryellow,b''
679,2150,truckorange,b''
680,2167,truckred,b''
681,2169,truckred,b''
682,2174,busred,b''
683,2176,truckred,b''
684,2177,truckred,b''
685,2178,busred,b''
686,2190,caryellow,b''
687,2192,busorange,b''
688,2192,caryellow,b''
689,2194,truckorange,b''
690,2210,busred,b''
691,2210,truckgreen,b''
692,2213,cargreen,b''
693,2216,truckred,b''
694,2216,cargreen,b''
695,2223,truckgreen,b''
696,2225,truckgreen,b''
697,2227,truckgreen,b' \n\n'
698,2232,carwhite,b' \n\n'
699,2236,busyellow,b' \n\n'
700,2239,busyellow,b' \n\n'
701,2244,truckred,b' \n\n'
702,2247,truckgreen,b' \n\n'
703,2250,busyellow,b' \n\n'
704,2250,truckgreen,b' \n\n'
705,2253,busred,b' \n\n'
706,2255,busred,b' \n\n'
707,2261,motorcyclegreen,b' \n\n'
708,2264,cargreen,b' \n\n'
709,2267,motorcyclegreen,b' \n\n'
710,2269,cargreen,b' \n\n'
711,2269,truckred,b' \n\n'
712,2269,truckgreen,b' \n\n'
713,2273,cargreen,b' \n\n'
714,2274,truckred,b' \n\n'
715,2275,motorcyclegreen,b' \n\n'
716,2283,truckgreen,b' \n\n'
717,2286,cargreen,b' \n\n'
718,2292,truckgreen,b' \n\n'
719,2294,cargreen,b' \n\n'
720,2298,truckgreen,b' \n\n'
721,2299,cargreen,b' \n\n'
722,2299,carwhite,b' \n\n'
723,2301,cargreen,b' \n\n'
724,2301,cargreen,b' \n\n'
725,2304,truckgreen,b' \n\n'
726,2306,truckyellow,b' \n\n'
727,2309,truckred,b' \n\n'
728,2311,truckyellow,b' \n\n'
729,2332,carwhite,b' \n\n'
730,2332,carred,b' \n\n'
731,2333,truckred,b' \n\n'
732,2344,carwhite,b''
733,2348,truckyellow,b''
734,2351,carblue,b' \n\n'
735,2352,truckred,b' \n\n'
736,2355,carorange,b' \n\n'
737,2357,truckgreen,b' \n\n'
738,2357,carwhite,b' \n\n'
739,2362,carblue,b' \n\n'
740,2363,cargreen,b' \n\n'
741,2369,truckgreen,b' \n\n'
742,2374,motorcyclegreen,b' \n\n'
743,2377,motorcyclegreen,b' \n\n'
744,2379,cargreen,b' \n\n'
745,2380,cargreen,b' \n\n'
746,2385,truckgreen,b' \n\n'
747,2391,motorcyclewhite,b' \n\n'
748,2394,motorcyclewhite,b' \n\n'
749,2401,carwhite,b' \n\n'
750,2402,cargreen,b' \n\n'
751,2403,truckyellow,b' \n\n'
752,2405,caryellow,b' \n\n'
753,2406,truckred,b' \n\n'
754,2410,truckyellow,b' \n\n'
755,2420,motorcyclewhite,b' \n\n'
756,2422,carwhite,b' \n\n'
757,2428,caryellow,b' \n\n'
758,2432,caryellow,b' \n\n'
759,2436,truckyellow,b' \n\n'
760,2459,carwhite,b' \n\n'
761,2468,carwhite,b' \n\n'
762,2474,cargreen,b' \n\n'
763,2474,carwhite,b' \n\n'
764,2494,cargreen,b''
765,2528,caryellow,b' \n\n'
766,2559,truckwhite,b''
767,2578,busyellow,b''
768,2580,motorcyclegreen,b''
769,2581,truckyellow,b''
770,2583,cargreen,b''
771,2584,motorcyclegreen,b''
772,2587,truckyellow,b''
